,,Sensitivity,,Specificity
10723,3.148,0.96,-1.288,0.22
10724,3.423,0.97,23.04,1.00
10725,3.423,0.97,23.04,1.00
10726,3.906,0.98,7.202,1.00
10727,3.906,0.98,7.202,1.00
10728,3.906,0.98,7.202,1.00
10729,3.906,0.98,7.202,1.00
10730,3.074,0.96,5.811,1.00
10731,3.586,0.97,-8.418,0.00
10732,3.586,0.97,-8.418,0.00
10733,3.586,0.97,-8.418,0.00
10734,3.586,0.97,-8.418,0.00
10735,3.586,0.97,-8.418,0.00
10736,3.214,0.96,10.44,1.00
10737,3.214,0.96,10.44,1.00
10738,3.214,0.96,10.44,1.00
10739,3.214,0.96,10.44,1.00
10740,3.214,0.96,10.44,1.00
10741,3.335,0.97,-12.17,0.00
10742,2.994,0.95,-6.135,0.00
10743,2.959,0.95,-3.125,0.04
10744,2.959,0.95,-3.125,0.04
10745,2.801,0.94,6.722,1.00
10746,2.801,0.94,6.722,1.00
10747,2.801,0.94,6.722,1.00
10748,4.043,0.98,3.966,0.98
10749,4.043,0.98,3.966,0.98
10750,4.043,0.98,3.966,0.98
10751,2.976,0.95,-0.1971,0.45
10752,2.976,0.95,-0.1971,0.45
10753,2.976,0.95,-0.1971,0.45
10754,2.976,0.95,-0.1971,0.45
10755,2.976,0.95,-0.1971,0.45
10756,2.976,0.95,-0.1971,0.45
10757,2.869,0.95,4.859,0.99
10758,2.869,0.95,4.859,0.99
10759,2.869,0.95,4.859,0.99
10760,2.869,0.95,4.859,0.99
10761,3.842,0.98,-6.256,0.00
10762,3.233,0.96,-5.764,0.00
10763,3.902,0.98,-1.718,0.15
10764,3.902,0.98,-1.718,0.15
10765,3.902,0.98,-1.718,0.15
10766,2.831,0.94,6.55,1.00
10767,2.831,0.94,6.55,1.00
10768,2.831,0.94,6.55,1.00
10769,2.831,0.94,6.55,1.00
10770,2.831,0.94,6.55,1.00
10771,4.157,0.98,-8.364,0.00
10772,2.767,0.94,19.24,1.00
10773,2.976,0.95,2.523,0.93
10774,2.976,0.95,2.523,0.93
10775,2.976,0.95,2.523,0.93
10776,2.976,0.95,2.523,0.93
10777,3.697,0.98,5.761,1.00
10778,3.299,0.96,2.433,0.92
10779,3.38,0.97,8.571,1.00
10780,3.38,0.97,8.571,1.00
10781,3.162,0.96,-9.917,0.00
10782,3.675,0.98,11.78,1.00
10783,3.675,0.98,11.78,1.00
10784,3.675,0.98,11.78,1.00
10785,3.864,0.98,11.57,1.00
10786,3.864,0.98,11.57,1.00
10787,3.864,0.98,11.57,1.00
10788,4.281,0.99,2.567,0.93
10789,4.281,0.99,2.567,0.93
10790,4.281,0.99,2.567,0.93
10791,2.826,0.94,-2.074,0.11
10792,2.826,0.94,-2.074,0.11
10793,2.826,0.94,-2.074,0.11
10794,2.826,0.94,-2.074,0.11
10795,3.049,0.95,5.184,0.99
10796,3.049,0.95,5.184,0.99
10797,3.049,0.95,5.184,0.99
10798,3.049,0.95,5.184,0.99
10799,3.049,0.95,5.184,0.99
10800,3.049,0.95,5.184,0.99
10801,3.171,0.96,-13.03,0.00
10802,3.2,0.96,-1.371,0.20
10803,3.379,0.97,2.355,0.91
10804,3.379,0.97,2.355,0.91
10805,3.379,0.97,2.355,0.91
10806,3.379,0.97,2.355,0.91
10807,3.379,0.97,2.355,0.91
10808,3.379,0.97,2.355,0.91
10809,3.379,0.97,2.355,0.91
10810,3.379,0.97,2.355,0.91
10811,3.326,0.97,-2.178,0.10
10812,3.326,0.97,-2.178,0.10
10813,3.008,0.95,12.77,1.00
10814,3.13,0.96,2.834,0.94
10815,3.13,0.96,2.834,0.94
10816,3.13,0.96,2.834,0.94
10817,3.13,0.96,2.834,0.94
10818,3.13,0.96,2.834,0.94
10819,3.13,0.96,2.834,0.94
10820,3.858,0.98,5.085,0.99
10821,3.097,0.96,4.056,0.98
10822,3.097,0.96,4.056,0.98
10823,3.097,0.96,4.056,0.98
10824,3.097,0.96,4.056,0.98
10825,3.097,0.96,4.056,0.98
10826,3.097,0.96,4.056,0.98
10827,3.097,0.96,4.056,0.98
10828,3.097,0.96,4.056,0.98
10829,3.097,0.96,4.056,0.98
10830,3.097,0.96,4.056,0.98
10831,3.198,0.96,6.212,1.00
10832,3.198,0.96,6.212,1.00
10833,3.198,0.96,6.212,1.00
10834,3.198,0.96,6.212,1.00
10835,3.198,0.96,6.212,1.00
10836,3.198,0.96,6.212,1.00
10837,3.198,0.96,6.212,1.00
10838,3.198,0.96,6.212,1.00
10839,3.198,0.96,6.212,1.00
10840,3.198,0.96,6.212,1.00
10841,3.317,0.97,-3.152,0.04
10842,3.317,0.97,-3.152,0.04
10843,3.317,0.97,-3.152,0.04
10844,3.025,0.95,12.14,1.00
10845,3.025,0.95,12.14,1.00
10846,3.025,0.95,12.14,1.00
10847,3.025,0.95,12.14,1.00
10848,3.025,0.95,12.14,1.00
10849,3.025,0.95,12.14,1.00
10850,3.025,0.95,12.14,1.00
10851,4.087,0.98,-16.57,0.00
10852,2.359,0.91,0.8687,0.70
10853,2.359,0.91,0.8687,0.70
10854,2.359,0.91,0.8687,0.70
10855,2.359,0.91,0.8687,0.70
10856,2.359,0.91,0.8687,0.70
10857,2.359,0.91,0.8687,0.70
10858,2.359,0.91,0.8687,0.70
10859,2.796,0.94,7.104,1.00
10860,2.796,0.94,7.104,1.00
10861,3.077,0.96,-23.96,0.00
10862,3.008,0.95,-0.9234,0.28
10863,3.141,0.96,1.556,0.83
10864,2.711,0.94,10.29,1.00
10865,2.711,0.94,10.29,1.00
10866,2.711,0.94,10.29,1.00
10867,2.711,0.94,10.29,1.00
10868,2.711,0.94,10.29,1.00
10869,2.711,0.94,10.29,1.00
10870,2.711,0.94,10.29,1.00
10871,3.9,0.98,-8.306,0.00
10872,4.267,0.99,-6.111,0.00
10873,4.267,0.99,-6.111,0.00
10874,4.267,0.99,-6.111,0.00
10875,2.781,0.94,0.8535,0.70
10876,2.696,0.94,1.946,0.88
10877,2.997,0.95,2.132,0.89
10878,2.997,0.95,2.132,0.89
10879,2.415,0.92,4.464,0.99
10880,2.415,0.92,4.464,0.99
10881,3.202,0.96,19.14,1.00
10882,3.202,0.96,19.14,1.00
10883,3.202,0.96,19.14,1.00
10884,3.496,0.97,4.222,0.99
10885,3.496,0.97,4.222,0.99
10886,3.669,0.98,3.552,0.97
10887,3.669,0.98,3.552,0.97
10888,3.669,0.98,3.552,0.97
10889,3.669,0.98,3.552,0.97
10890,3.669,0.98,3.552,0.97
10891,3.108,0.96,0.2843,0.57
10892,3.83,0.98,7.732,1.00
10893,3.83,0.98,7.732,1.00
10894,3.83,0.98,7.732,1.00
10895,3.83,0.98,7.732,1.00
10896,3.83,0.98,7.732,1.00
10897,3.83,0.98,7.732,1.00
10898,3.377,0.97,2.567,0.93
10899,3.377,0.97,2.567,0.93
10900,3.377,0.97,2.567,0.93
10901,4.323,0.99,-2.28,0.09
10902,4.323,0.99,-2.28,0.09
10903,3.381,0.97,5.118,0.99
10904,3.381,0.97,5.118,0.99
10905,3.381,0.97,5.118,0.99
10906,3.381,0.97,5.118,0.99
10907,3.381,0.97,5.118,0.99
10908,3.381,0.97,5.118,0.99
10909,3.381,0.97,5.118,0.99
10910,3.381,0.97,5.118,0.99
10911,3.231,0.96,-19.13,0.00
10912,2.899,0.95,8.998,1.00
10913,2.899,0.95,8.998,1.00
10914,2.899,0.95,8.998,1.00
10915,2.899,0.95,8.998,1.00
10916,2.899,0.95,8.998,1.00
10917,2.899,0.95,8.998,1.00
10918,2.899,0.95,8.998,1.00
10919,2.899,0.95,8.998,1.00
10920,3.377,0.97,2.33,0.91
10921,3.606,0.97,-10.84,0.00
10922,3.606,0.97,-10.84,0.00
10923,2.9,0.95,-1.174,0.24
10924,2.9,0.95,-1.174,0.24
10925,3.568,0.97,8.144,1.00
10926,3.568,0.97,8.144,1.00
10927,3.568,0.97,8.144,1.00
10928,3.568,0.97,8.144,1.00
10929,3.568,0.97,8.144,1.00
10930,3.568,0.97,8.144,1.00
10931,3.555,0.97,3.566,0.97
10932,3.555,0.97,3.566,0.97
10933,3.555,0.97,3.566,0.97
10934,3.555,0.97,3.566,0.97
10935,3.555,0.97,3.566,0.97
10936,3.555,0.97,3.566,0.97
10937,3.134,0.96,6.099,1.00
10938,3.134,0.96,6.099,1.00
10939,3.134,0.96,6.099,1.00
10940,3.134,0.96,6.099,1.00
10941,2.955,0.95,-17.17,0.00
10942,2.558,0.93,0.07183,0.52
10943,2.558,0.93,0.07183,0.52
10944,2.558,0.93,0.07183,0.52
10945,2.558,0.93,0.07183,0.52
10946,2.558,0.93,0.07183,0.52
10947,2.558,0.93,0.07183,0.52
10948,2.558,0.93,0.07183,0.52
10949,2.558,0.93,0.07183,0.52
10950,2.558,0.93,0.07183,0.52
10951,3.927,0.98,0.5904,0.64
10952,3.927,0.98,0.5904,0.64
10953,3.927,0.98,0.5904,0.64
10954,3.011,0.95,5.421,1.00
10955,3.011,0.95,5.421,1.00
10956,3.011,0.95,5.421,1.00
10957,3.011,0.95,5.421,1.00
10958,3.011,0.95,5.421,1.00
10959,3.011,0.95,5.421,1.00
10960,3.011,0.95,5.421,1.00
10961,3.443,0.97,-2.881,0.05
10962,3.224,0.96,-0.0453,0.49
10963,4.616,0.99,2.438,0.92
10964,4.616,0.99,2.438,0.92
10965,4.616,0.99,2.438,0.92
10966,4.616,0.99,2.438,0.92
10967,3.963,0.98,4.504,0.99
10968,3.963,0.98,4.504,0.99
10969,3.963,0.98,4.504,0.99
10970,3.963,0.98,4.504,0.99
10971,3.694,0.98,-9.161,0.00
10972,3.694,0.98,-9.161,0.00
10973,3.694,0.98,-9.161,0.00
10974,3.502,0.97,-8.418,0.00
10975,2.685,0.94,-3.181,0.04
10976,2.622,0.93,0.8157,0.69
10977,2.622,0.93,0.8157,0.69
10978,2.622,0.93,0.8157,0.69
10979,3.754,0.98,11.21,1.00
10980,3.599,0.97,10.83,1.00
10981,3.611,0.97,-11.27,0.00
10982,3.257,0.96,8.226,1.00
10983,3.257,0.96,8.226,1.00
10984,3.257,0.96,8.226,1.00
10985,3.257,0.96,8.226,1.00
10986,4.207,0.99,1.885,0.87
10987,4.207,0.99,1.885,0.87
10988,4.207,0.99,1.885,0.87
10989,4.207,0.99,1.885,0.87
10990,4.542,0.99,6.666,1.00
10991,3.848,0.98,-11.12,0.00
10992,3.848,0.98,-11.12,0.00
10993,3.155,0.96,-5.98,0.00
10994,3.155,0.96,-5.98,0.00
10995,3.155,0.96,-5.98,0.00
10996,2.217,0.90,23.67,1.00
10997,2.217,0.90,23.67,1.00
10998,2.217,0.90,23.67,1.00
10999,2.217,0.90,23.67,1.00
11000,2.217,0.90,23.67,1.00
11001,3.28,0.96,-4.061,0.02
11002,3.28,0.96,-4.061,0.02
11003,4.176,0.98,4.984,0.99
11004,4.176,0.98,4.984,0.99
11005,4.176,0.98,4.984,0.99
11006,4.176,0.98,4.984,0.99
11007,4.176,0.98,4.984,0.99
11008,4.176,0.98,4.984,0.99
11009,4.176,0.98,4.984,0.99
11010,4.176,0.98,4.984,0.99
11011,3.35,0.97,-10.6,0.00
11012,3.733,0.98,-6.498,0.00
11013,3.59,0.97,-4.541,0.01
11014,3.59,0.97,-4.541,0.01
11015,3.412,0.97,6.328,1.00
11016,3.412,0.97,6.328,1.00
11017,3.412,0.97,6.328,1.00
11018,3.412,0.97,6.328,1.00
11019,3.412,0.97,6.328,1.00
11020,3.412,0.97,6.328,1.00
11021,3.689,0.98,-0.2119,0.45
11022,3.171,0.96,0.9026,0.71
11023,3.171,0.96,0.9026,0.71
11024,3.171,0.96,0.9026,0.71
11025,3.171,0.96,0.9026,0.71
11026,2.874,0.95,4.307,0.99
11027,2.874,0.95,4.307,0.99
11028,2.874,0.95,4.307,0.99
11029,2.874,0.95,4.307,0.99
11030,2.874,0.95,4.307,0.99
11031,3.087,0.96,-9.832,0.00
11032,3.087,0.96,-9.832,0.00
11033,3.006,0.95,-9.307,0.00
11034,3.006,0.95,-9.307,0.00
11035,3.438,0.97,0.9133,0.71
11036,2.454,0.92,4.577,0.99
11037,2.454,0.92,4.577,0.99
11038,2.454,0.92,4.577,0.99
11039,2.454,0.92,4.577,0.99
11040,2.454,0.92,4.577,0.99
11041,2.378,0.92,-0.9175,0.29
11042,2.765,0.94,-0.1436,0.46
11043,2.765,0.94,-0.1436,0.46
11044,3.134,0.96,1.694,0.84
11045,3.729,0.98,4.347,0.99
11046,3.729,0.98,4.347,0.99
11047,3.729,0.98,4.347,0.99
11048,3.729,0.98,4.347,0.99
11049,3.729,0.98,4.347,0.99
11050,3.729,0.98,4.347,0.99
11051,3.183,0.96,13.1,1.00
11052,3.183,0.96,13.1,1.00
11053,3.067,0.96,3.858,0.98
11054,3.067,0.96,3.858,0.98
11055,3.067,0.96,3.858,0.98
11056,3.792,0.98,4.307,0.99
11057,3.792,0.98,4.307,0.99
11058,3.792,0.98,4.307,0.99
11059,3.792,0.98,4.307,0.99
11060,3.792,0.98,4.307,0.99
11061,2.228,0.90,1.462,0.81
11062,3.072,0.96,2.116,0.89
11063,3.072,0.96,2.116,0.89
11064,3.072,0.96,2.116,0.89
11065,3.072,0.96,2.116,0.89
11066,3.072,0.96,2.116,0.89
11067,3.072,0.96,2.116,0.89
11068,3.072,0.96,2.116,0.89
11069,5.014,0.99,1.947,0.88
11070,5.014,0.99,1.947,0.88
11071,2.869,0.95,-7.897,0.00
11072,2.869,0.95,-7.897,0.00
11073,3.174,0.96,-4.217,0.01
11074,2.882,0.95,7.026,1.00
11075,3.984,0.98,4.05,0.98
11076,3.984,0.98,4.05,0.98
11077,3.984,0.98,4.05,0.98
11078,3.984,0.98,4.05,0.98
11079,3.984,0.98,4.05,0.98
11080,3.984,0.98,4.05,0.98
11081,3.333,0.97,7.084,1.00
11082,3.333,0.97,7.084,1.00
11083,3.303,0.96,4.242,0.99
11084,3.303,0.96,4.242,0.99
11085,3.303,0.96,4.242,0.99
11086,3.751,0.98,2.073,0.89
11087,3.303,0.96,6.809,1.00
11088,3.303,0.96,6.809,1.00
11089,3.303,0.96,6.809,1.00
11090,3.303,0.96,6.809,1.00
11091,3.473,0.97,1.677,0.84
11092,3.473,0.97,1.677,0.84
11093,4.774,0.99,3.144,0.96
11094,4.774,0.99,3.144,0.96
11095,4.774,0.99,3.144,0.96
11096,4.774,0.99,3.144,0.96
11097,4.774,0.99,3.144,0.96
11098,4.774,0.99,3.144,0.96
11099,4.774,0.99,3.144,0.96
11100,4.774,0.99,3.144,0.96
11101,2.636,0.93,-8.136,0.00
11102,2.636,0.93,-8.136,0.00
11103,2.636,0.93,-8.136,0.00
11104,3.039,0.95,-1.497,0.18
11105,3.039,0.95,-1.497,0.18
11106,3.039,0.95,-1.497,0.18
11107,3.039,0.95,-1.497,0.18
11108,3.039,0.95,-1.497,0.18
11109,3.039,0.95,-1.497,0.18
11110,2.893,0.95,-1.469,0.19
11111,4.128,0.98,-2.307,0.09
11112,4.128,0.98,-2.307,0.09
11113,4.908,0.99,1.944,0.87
11114,4.908,0.99,1.944,0.87
11115,4.908,0.99,1.944,0.87
11116,4.908,0.99,1.944,0.87
11117,4.908,0.99,1.944,0.87
11118,3.631,0.97,4.173,0.98
11119,3.631,0.97,4.173,0.98
11120,3.631,0.97,4.173,0.98
11121,4.939,0.99,-4.097,0.02
11122,-0.08121,0.48,5.136,0.99
11123,-0.08121,0.48,5.136,0.99
11124,-0.08121,0.48,5.136,0.99
11125,-0.08121,0.48,5.136,0.99
11126,-0.08121,0.48,5.136,0.99
11127,-0.08121,0.48,5.136,0.99
11128,-0.08121,0.48,5.136,0.99
11129,-0.08121,0.48,5.136,0.99
11130,-0.08121,0.48,5.136,0.99
11131,2.621,0.93,3,0.95
11132,2.621,0.93,3,0.95
11133,2.621,0.93,3,0.95
11134,2.621,0.93,3,0.95
11135,2.621,0.93,3,0.95
11136,2.621,0.93,3,0.95
11137,2.621,0.93,3,0.95
11138,2.621,0.93,3,0.95
11139,2.621,0.93,3,0.95
11140,2.621,0.93,3,0.95
11141,3.838,0.98,-11.56,0.00
11142,2.635,0.93,-8.474,0.00
11143,3.6,0.97,-6.406,0.00
11144,2.474,0.92,0.6216,0.65
11145,2.474,0.92,0.6216,0.65
11146,2.36,0.91,6.864,1.00
11147,2.36,0.91,6.864,1.00
11148,2.36,0.91,6.864,1.00
11149,2.36,0.91,6.864,1.00
11150,3.321,0.97,4.261,0.99
11151,3.192,0.96,-6.969,0.00
11152,3.192,0.96,-6.969,0.00
11153,3.405,0.97,-0.4199,0.40
11154,3.405,0.97,-0.4199,0.40
11155,2.87,0.95,0.5242,0.63
11156,2.87,0.95,0.5242,0.63
11157,2.87,0.95,0.5242,0.63
11158,2.87,0.95,0.5242,0.63
11159,2.87,0.95,0.5242,0.63
11160,2.87,0.95,0.5242,0.63
11161,3.108,0.96,1.663,0.84
11162,3.108,0.96,1.663,0.84
11163,3.233,0.96,3.344,0.97
11164,3.233,0.96,3.344,0.97
11165,3.233,0.96,3.344,0.97
11166,3.233,0.96,3.344,0.97
11167,3.233,0.96,3.344,0.97
11168,3.233,0.96,3.344,0.97
11169,3.233,0.96,3.344,0.97
11170,3.233,0.96,3.344,0.97
11171,3.594,0.97,-7.788,0.00
11172,3.746,0.98,7.77,1.00
11173,3.746,0.98,7.77,1.00
11174,2.843,0.94,3.175,0.96
11175,2.843,0.94,3.175,0.96
11176,2.843,0.94,3.175,0.96
11177,2.843,0.94,3.175,0.96
11178,2.843,0.94,3.175,0.96
11179,2.843,0.94,3.175,0.96
11180,2.843,0.94,3.175,0.96
11181,3.425,0.97,1.913,0.87
11182,3.425,0.97,1.913,0.87
11183,3.425,0.97,1.913,0.87
11184,5.092,0.99,5.196,0.99
11185,5.092,0.99,5.196,0.99
11186,5.092,0.99,5.196,0.99
11187,5.092,0.99,5.196,0.99
11188,5.092,0.99,5.196,0.99
11189,5.092,0.99,5.196,0.99
11190,5.092,0.99,5.196,0.99
11191,3.003,0.95,14.26,1.00
11192,3.003,0.95,14.26,1.00
11193,3.003,0.95,14.26,1.00
11194,3.328,0.97,6.952,1.00
11195,3.328,0.97,6.952,1.00
11196,3.328,0.97,6.952,1.00
11197,3.328,0.97,6.952,1.00
11198,3.328,0.97,6.952,1.00
11199,3.328,0.97,6.952,1.00
11200,3.328,0.97,6.952,1.00
11201,3.741,0.98,-7.789,0.00
11202,2.86,0.95,1.699,0.85
11203,2.508,0.92,4.227,0.99
11204,2.508,0.92,4.227,0.99
11205,2.508,0.92,4.227,0.99
11206,2.508,0.92,4.227,0.99
11207,2.508,0.92,4.227,0.99
11208,2.378,0.92,6.177,1.00
11209,2.378,0.92,6.177,1.00
11210,2.378,0.92,6.177,1.00
11211,4.021,0.98,-12.96,0.00
11212,3.324,0.97,-6.856,0.00
11213,2.788,0.94,2.303,0.91
11214,2.788,0.94,2.303,0.91
11215,2.788,0.94,2.303,0.91
11216,2.788,0.94,2.303,0.91
11217,2.788,0.94,2.303,0.91
11218,2.788,0.94,2.303,0.91
11219,2.788,0.94,2.303,0.91
11220,2.788,0.94,2.303,0.91
11221,2.95,0.95,-15.6,0.00
11222,3.66,0.97,1.866,0.87
11223,2.825,0.94,8.781,1.00
11224,2.825,0.94,8.781,1.00
11225,2.825,0.94,8.781,1.00
11226,2.825,0.94,8.781,1.00
11227,2.825,0.94,8.781,1.00
11228,2.825,0.94,8.781,1.00
11229,2.825,0.94,8.781,1.00
11230,2.836,0.94,7.638,1.00
11231,2.258,0.91,-0.1447,0.46
11232,2.669,0.94,8.85,1.00
11233,2.669,0.94,8.85,1.00
11234,2.669,0.94,8.85,1.00
11235,2.669,0.94,8.85,1.00
11236,2.669,0.94,8.85,1.00
11237,2.669,0.94,8.85,1.00
11238,2.872,0.95,3.178,0.96
11239,2.872,0.95,3.178,0.96
11240,2.872,0.95,3.178,0.96
11241,4.734,0.99,-16.37,0.00
11242,1.685,0.84,-7.319,0.00
11243,3.067,0.96,-1.314,0.21
11244,2.705,0.94,9.403,1.00
11245,2.873,0.95,8.099,1.00
11246,2.873,0.95,8.099,1.00
11247,2.873,0.95,8.099,1.00
11248,2.873,0.95,8.099,1.00
11249,2.873,0.95,8.099,1.00
11250,3.079,0.96,7.798,1.00
11251,4.124,0.98,-0.4881,0.38
11252,3.178,0.96,11.42,1.00
11253,3.178,0.96,11.42,1.00
11254,3.178,0.96,11.42,1.00
11255,3.178,0.96,11.42,1.00
11256,3.178,0.96,11.42,1.00
11257,3.178,0.96,11.42,1.00
11258,3.178,0.96,11.42,1.00
11259,3.178,0.96,11.42,1.00
11260,3.178,0.96,11.42,1.00
11261,3.998,0.98,-3.001,0.05
11262,4.594,0.99,-0.7921,0.31
11263,4.594,0.99,-0.7921,0.31
11264,4.594,0.99,-0.7921,0.31
11265,4.594,0.99,-0.7921,0.31
11266,2.841,0.94,1.197,0.77
11267,2.841,0.94,1.197,0.77
11268,2.841,0.94,1.197,0.77
11269,2.841,0.94,1.197,0.77
11270,2.841,0.94,1.197,0.77
11271,3.103,0.96,-8.977,0.00
11272,3.103,0.96,-8.977,0.00
11273,3.571,0.97,2.506,0.92
11274,3.571,0.97,2.506,0.92
11275,3.571,0.97,2.506,0.92
11276,3.571,0.97,2.506,0.92
11277,2.987,0.95,6.843,1.00
11278,2.987,0.95,6.843,1.00
11279,2.987,0.95,6.843,1.00
11280,2.987,0.95,6.843,1.00
11281,3.314,0.96,-3.946,0.02
11282,3.314,0.96,-3.946,0.02
11283,3.314,0.96,-3.946,0.02
11284,3.001,0.95,5.999,1.00
11285,3.001,0.95,5.999,1.00
11286,3.001,0.95,5.999,1.00
11287,3.001,0.95,5.999,1.00
11288,3.001,0.95,5.999,1.00
11289,3.001,0.95,5.999,1.00
11290,3.001,0.95,5.999,1.00
11291,3.568,0.97,-9.416,0.00
11292,3.015,0.95,5.467,1.00
11293,3.015,0.95,5.467,1.00
11294,3.015,0.95,5.467,1.00
11295,3.015,0.95,5.467,1.00
11296,3.015,0.95,5.467,1.00
11297,3.896,0.98,2.16,0.90
11298,3.896,0.98,2.16,0.90
11299,3.896,0.98,2.16,0.90
11300,2.222,0.90,4.754,0.99
11301,3.522,0.97,18.68,1.00
11302,3.522,0.97,18.68,1.00
11303,3.522,0.97,18.68,1.00
11304,3.522,0.97,18.68,1.00
11305,4.749,0.99,2.139,0.89
11306,4.749,0.99,2.139,0.89
11307,4.749,0.99,2.139,0.89
11308,2.734,0.94,3.131,0.96
11309,2.734,0.94,3.131,0.96
11310,2.734,0.94,3.131,0.96
11311,4.31,0.99,-3.996,0.02
11312,3.735,0.98,0.3289,0.58
11313,3.735,0.98,0.3289,0.58
11314,2.838,0.94,17.63,1.00
11315,2.838,0.94,17.63,1.00
11316,2.838,0.94,17.63,1.00
11317,2.838,0.94,17.63,1.00
11318,4.164,0.98,6.727,1.00
11319,4.164,0.98,6.727,1.00
11320,4.164,0.98,6.727,1.00
11321,4.379,0.99,13.73,1.00
11322,2.706,0.94,6.497,1.00
11323,2.706,0.94,6.497,1.00
11324,2.706,0.94,6.497,1.00
11325,3.334,0.97,2.988,0.95
11326,3.334,0.97,2.988,0.95
11327,3.334,0.97,2.988,0.95
11328,2.982,0.95,5.371,1.00
11329,2.982,0.95,5.371,1.00
11330,2.982,0.95,5.371,1.00
11331,3.563,0.97,-10.09,0.00
11332,3.489,0.97,6.04,1.00
11333,3.489,0.97,6.04,1.00
11334,3.489,0.97,6.04,1.00
11335,3.916,0.98,5.647,1.00
11336,3.916,0.98,5.647,1.00
11337,3.916,0.98,5.647,1.00
11338,3.916,0.98,5.647,1.00
11339,3.916,0.98,5.647,1.00
11340,3.916,0.98,5.647,1.00
11341,3,0.95,12.91,1.00
11342,3,0.95,12.91,1.00
11343,2.874,0.95,4.398,0.99
11344,2.874,0.95,4.398,0.99
11345,2.874,0.95,4.398,0.99
11346,2.874,0.95,4.398,0.99
11347,2.874,0.95,4.398,0.99
11348,2.874,0.95,4.398,0.99
11349,2.874,0.95,4.398,0.99
11350,2.874,0.95,4.398,0.99
11351,4.825,0.99,0.6577,0.66
11352,4.825,0.99,0.6577,0.66
11353,4.825,0.99,0.6577,0.66
11354,2.635,0.93,12.15,1.00
11355,2.635,0.93,12.15,1.00
11356,2.829,0.94,2.091,0.89
11357,2.829,0.94,2.091,0.89
11358,2.829,0.94,2.091,0.89
11359,2.829,0.94,2.091,0.89
11360,2.829,0.94,2.091,0.89
11361,4.19,0.99,-16.29,0.00
11362,3.398,0.97,-9.339,0.00
11363,2.803,0.94,-4.879,0.01
11364,3.076,0.96,4.278,0.99
11365,3.076,0.96,4.278,0.99
11366,3.076,0.96,4.278,0.99
11367,3.076,0.96,4.278,0.99
11368,3.076,0.96,4.278,0.99
11369,3.076,0.96,4.278,0.99
11370,3.076,0.96,4.278,0.99
11371,3.248,0.96,2.359,0.91
11372,3.248,0.96,2.359,0.91
11373,4.037,0.98,5.427,1.00
11374,4.037,0.98,5.427,1.00
11375,4.037,0.98,5.427,1.00
11376,4.037,0.98,5.427,1.00
11377,4.037,0.98,5.427,1.00
11378,4.037,0.98,5.427,1.00
11379,4.037,0.98,5.427,1.00
11380,4.037,0.98,5.427,1.00
11381,4.343,0.99,-17.94,0.00
11382,2.667,0.94,-9.075,0.00
11383,2.907,0.95,13.74,1.00
11384,2.907,0.95,13.74,1.00
11385,3.754,0.98,9.001,1.00
11386,3.754,0.98,9.001,1.00
11387,3.754,0.98,9.001,1.00
11388,4.185,0.99,6.292,1.00
11389,4.185,0.99,6.292,1.00
11390,4.185,0.99,6.292,1.00
11391,5.509,1.00,7.793,1.00
11392,5.509,1.00,7.793,1.00
11393,5.509,1.00,7.793,1.00
11394,5.509,1.00,7.793,1.00
11395,5.509,1.00,7.793,1.00
11396,5.509,1.00,7.793,1.00
11397,5.509,1.00,7.793,1.00
11398,5.509,1.00,7.793,1.00
11399,5.509,1.00,7.793,1.00
11400,5.509,1.00,7.793,1.00
11401,3.103,0.96,-15.94,0.00
11402,3.063,0.96,-7.779,0.00
11403,3.063,0.96,-7.779,0.00
11404,2.87,0.95,-4.225,0.01
11405,2.147,0.90,-1.938,0.13
11406,2.639,0.93,0.2752,0.57
11407,2.639,0.93,0.2752,0.57
11408,2.639,0.93,0.2752,0.57
11409,3.657,0.97,8.507,1.00
11410,3.657,0.97,8.507,1.00
11411,5.061,0.99,-11.9,0.00
11412,-0.02602,0.49,-6.269,0.00
11413,-0.02602,0.49,-6.269,0.00
11414,2.464,0.92,-5.56,0.00
11415,2.521,0.93,17.72,1.00
11416,2.521,0.93,17.72,1.00
11417,3.125,0.96,14.66,1.00
11418,3.328,0.97,6.543,1.00
11419,3.328,0.97,6.543,1.00
11420,3.328,0.97,6.543,1.00
11421,3.941,0.98,-6.908,0.00
11422,3.154,0.96,-3.51,0.03
11423,2.952,0.95,-3.023,0.05
11424,2.952,0.95,-3.023,0.05
11425,2.952,0.95,-3.023,0.05
11426,2.952,0.95,-3.023,0.05
11427,2.952,0.95,-3.023,0.05
11428,2.952,0.95,-3.023,0.05
11429,3.896,0.98,-0.8799,0.29
11430,3.896,0.98,-0.8799,0.29
11431,2.982,0.95,5.617,1.00
11432,2.982,0.95,5.617,1.00
11433,2.982,0.95,5.617,1.00
11434,2.982,0.95,5.617,1.00
11435,2.982,0.95,5.617,1.00
11436,2.955,0.95,3.132,0.96
11437,2.955,0.95,3.132,0.96
11438,2.955,0.95,3.132,0.96
11439,2.955,0.95,3.132,0.96
11440,2.955,0.95,3.132,0.96
11441,3.378,0.97,2.917,0.95
11442,3.378,0.97,2.917,0.95
11443,3.378,0.97,2.917,0.95
11444,3.378,0.97,2.917,0.95
11445,3.378,0.97,2.917,0.95
11446,3.378,0.97,2.917,0.95
